# w_1 w_2 w_3 mu_1 mu_2 mu_3 sigma_1 sigma_2 sigma_3 logL logPrior
3.188753244564609957e-01 6.003784244670606896e-01 8.171943102092160682e-02 -1.893117793577336339e-01 3.476164883327016675e+00 4.133111317989380140e+00 1.462185376642860968e+00 9.088822729693779578e-01 7.254347405974664875e-01 -3.888017179075839977e+03 0.000000000000000000e+00
2.164672704607386311e-01 1.505826970177631674e-01 6.336844213333618914e-01 -8.933919195142571157e-01 1.596373837309362109e+00 3.718933948738826878e+00 1.002424747572233876e+00 1.280643341010788694e+00 9.583271326933983092e-01 -3.888013864368845589e+03 0.000000000000000000e+00
1.368193129699073474e-01 2.009286249132299362e-01 6.612584690877321147e-01 -6.732594962211300160e-01 8.496630924171879595e-01 3.539804425205465677e+00 1.107515461747331509e+00 1.693648170526026009e+00 1.004358322249532698e+00 -3.887974321644359406e+03 0.000000000000000000e+00
8.929760622647041346e-02 2.192046139187842080e-01 6.912284637879879678e-01 -1.468271781029361289e+00 3.645577148082156382e-01 3.562539938006015205e+00 1.100379173779197250e+00 1.381224605343707168e+00 1.038661899127822918e+00 -3.887939254431140398e+03 0.000000000000000000e+00
2.596166794380447285e-01 2.378791590728432659e-01 5.027009505281897495e-01 -3.702917919791299250e-01 2.752662094514238600e+00 3.603039687278576597e+00 1.405852359457613554e+00 1.314615242117545213e+00 9.021937729954973006e-01 -3.887931720506782312e+03 0.000000000000000000e+00
2.556962363592730769e-01 8.139006195560975765e-02 6.620788905483959708e-01 -3.553632613769687199e-01 5.030508854125822493e-01 3.548468238964230359e+00 1.435811357869059224e+00 1.600582893997669842e+00 9.397655399399237330e-01 -3.887884758901619080e+03 0.000000000000000000e+00
7.915186779320040888e-02 2.168224904304825729e-01 7.046885859305030975e-01 -4.232705401717890004e-01 -1.573078083325509802e-01 3.466005020129245828e+00 1.582307553747477336e+00 1.332300172096377189e+00 9.817877669621511982e-01 -3.887843615540588871e+03 0.000000000000000000e+00
2.959171186065532311e-01 1.617647464486485775e-01 5.422080182408255400e-01 -2.362513535937521003e-01 3.268054087985794887e+00 3.622121840216022015e+00 1.473409087930668271e+00 9.197923316688718653e-01 9.753191534294147758e-01 -3.887826282736758003e+03 0.000000000000000000e+00
1.553592389865650070e-01 1.531106714547454395e-01 6.911990176702906830e-01 -3.787188928344127348e-01 5.212208560411996094e-02 3.468042328252091355e+00 1.355506691204004133e+00 1.490025413486259609e+00 1.028008185458400892e+00 -3.887824571868155090e+03 0.000000000000000000e+00
1.399280292485665933e-01 2.540648261903714067e-01 6.065822357478898308e-01 -3.498616123509097897e-01 8.880804626419203096e-01 3.674164865354013543e+00 1.430251259066311675e+00 1.711700398107846244e+00 9.429790443315120285e-01 -3.887822674697185903e+03 0.000000000000000000e+00
2.954526156562302108e-01 3.850388052500912373e-02 6.661590172920140995e-01 -9.467957125402952367e-02 1.622253047004500903e+00 3.568903395142643209e+00 1.351685289302845261e+00 3.494777476946195338e-01 9.420898276333556920e-01 -3.887798355412080127e+03 0.000000000000000000e+00
3.311803645363979309e-01 1.325152021050038029e-03 6.684755698123491241e-01 -2.444912156589161001e-01 9.749372831558497099e-01 3.556920111295791997e+00 1.462590363954758832e+00 4.765773844300016826e+00 1.047778201076499771e+00 -3.887791332349330787e+03 0.000000000000000000e+00
1.096431067113444180e-01 3.552827322004399879e-01 5.347922823276767268e-01 -1.118413582850352084e+00 1.548358240310828027e+00 3.702357703526980792e+00 1.226711825238354425e+00 1.794594091559885474e+00 8.935958109289335871e-01 -3.887782317458659236e+03 0.000000000000000000e+00
1.647944840095381946e-01 1.271243876741871004e-01 7.080553048207127720e-01 -5.892509822825592325e-01 -7.292818766773077888e-02 3.536012234978443747e+00 1.173700350566803552e+00 1.565920812921923533e+00 1.054391084168175396e+00 -3.887780370439545095e+03 0.000000000000000000e+00
3.551982218865894995e-03 3.360080065929400561e-01 6.614046722375306331e-01 -7.066355354303099912e-01 -2.520878883929511538e-01 3.540789619999269000e+00 4.916612496684696687e+00 1.496372188844753426e+00 9.996380148586010428e-01 -3.887767940822468972e+03 0.000000000000000000e+00
2.635033767934462645e-01 4.924249890195200874e-02 6.869795044721486166e-01 -5.289664433091839646e-01 1.556243593776595269e+00 3.566312164868199908e+00 1.202701464510341545e+00 1.545930346087929452e+00 1.036793311760230374e+00 -3.887755921102590037e+03 0.000000000000000000e+00
2.104371397307357519e-02 2.745555241453216389e-01 7.047474972265690418e-01 -1.007609537124661836e+00 -3.195692353462147861e-01 3.516670688403699341e+00 1.640029550228416788e+00 1.241130036337140030e+00 1.063597538520604457e+00 -3.887754671518201121e+03 0.000000000000000000e+00
3.087470371195312757e-01 6.869133945855210310e-01 4.438941675485620630e-03 -3.746763279339197505e-01 3.495777007960347404e+00 3.978893832340634873e+00 1.218327453527181747e+00 1.003490682653747301e+00 3.938912064657707490e-01 -3.887739370047141620e+03 0.000000000000000000e+00
1.218866190361327928e-01 1.698975764560937685e-01 7.092042114441238221e-01 -8.428533392759273157e-01 4.249637899231642479e-01 3.592907024053759280e+00 1.258902224582038487e+00 1.227007742224237363e+00 9.701202217843175601e-01 -3.887701284322211905e+03 0.000000000000000000e+00
6.590192502800354402e-02 3.377131588613039304e-01 5.970387031070085726e-01 -6.744583607865514141e-01 7.741655503914049996e-01 3.711488216799463391e+00 1.146640704298884872e+00 1.911610629027491015e+00 8.973852887410868062e-01 -3.887637780346713043e+03 0.000000000000000000e+00
1.919241701830822766e-01 1.342495897022685791e-01 6.746722627603789491e-01 -1.044893525594511541e+00 9.568917859727095188e-01 3.521661205122425642e+00 1.032568016782290377e+00 1.486982755023275482e+00 9.828660488562114272e-01 -3.887625361953491847e+03 0.000000000000000000e+00
1.921593972458156552e-01 1.960341305410899237e-01 6.127242771480512218e-01 -8.005876954107843391e-01 1.133979504564050167e+00 3.642382927002658644e+00 1.070868505016174366e+00 1.017143819270527549e+00 9.196303751475499721e-01 -3.887608854475214684e+03 0.000000000000000000e+00
1.050369346601617154e-01 1.766607020543240758e-01 7.186522152885055359e-01 -1.559404411309855520e+00 8.805451051979823474e-02 3.386484707936266325e+00 8.204883472067663330e-01 9.293674120549655360e-01 1.067357634618312012e+00 -3.887600289180137224e+03 0.000000000000000000e+00
1.439931009594245803e-01 1.810481463040785610e-01 6.754142368069653291e-01 -1.110849245234550864e+00 6.390317134026483048e-01 3.531209584285476488e+00 1.209459395234409040e+00 1.618244863193915251e+00 1.008723735502872199e+00 -3.887539991084709982e+03 0.000000000000000000e+00
2.979939905997552874e-01 3.361625694296716538e-01 3.665715330920827353e-01 -2.992538390815904781e-01 3.465353170537355698e+00 3.667115725373754742e+00 1.290665813748026913e+00 8.743838078954382365e-01 1.110432360321562673e+00 -3.887531315425253524e+03 0.000000000000000000e+00
2.993786055706265103e-01 6.973061192106155826e-01 3.963083792391762505e-03 -3.675001290150186062e-01 3.431523473077763953e+00 4.432406249035127921e+00 1.331085669814837891e+00 1.009019400567376934e+00 2.360045109045354472e+00 -3.887504076509532752e+03 0.000000000000000000e+00
1.761315839691897367e-01 2.988533923674157045e-01 5.258458585910804617e-01 -6.965676348611570257e-01 2.095081817403753988e+00 3.559076157029372300e+00 1.241202244389783216e+00 1.770780820198208483e+00 8.857911323970310002e-01 -3.887499986217394508e+03 0.000000000000000000e+00
1.620154953508000373e-01 1.361428940566434542e-01 7.017627594043143180e-01 -5.856153476778439559e-01 2.331842797448256122e-01 3.536483020660483589e+00 1.436298453772781869e+00 1.308111140260806549e+00 1.032139469345553895e+00 -3.887497800224665298e+03 0.000000000000000000e+00
3.149541017542212828e-01 5.470220501544689196e-01 1.377143072914139288e-01 -2.440678059156926039e-01 3.454615222773177674e+00 3.629484768172746900e+00 1.496373975360525188e+00 1.049250263881920109e+00 9.074617846719826852e-01 -3.887491292959953171e+03 0.000000000000000000e+00
3.324712250932232438e-01 6.195497404981623601e-01 4.890236954463296482e-02 -1.755867596440678358e-01 3.558850883053521041e+00 3.702130831753406515e+00 1.332653831707924841e+00 9.351287149694249567e-01 1.579240840194082729e+00 -3.887483849825992365e+03 0.000000000000000000e+00
2.698140845370595176e-01 7.308559847683888666e-01 3.007718633273217656e-04 -5.229211761857660568e-01 3.399559900943574853e+00 5.590408145017031316e+00 1.214088707427862124e+00 1.077691826844749734e+00 7.108753018765721077e-01 -3.887480771403783365e+03 0.000000000000000000e+00
2.090392458202189607e-01 9.653113056777989920e-02 6.951429642828458322e-01 -4.119127389358093194e-01 3.496843538330928203e-01 3.472516424300682747e+00 1.405332419993852611e+00 1.304263968334902213e+00 9.700189504413243569e-01 -3.887460559433749950e+03 0.000000000000000000e+00
3.001478407593095032e-01 1.123738963213986586e-01 5.878416165727785581e-01 -2.780078548545680261e-01 2.614081496778275060e+00 3.553912865147530464e+00 1.464341702068192141e+00 1.359968888535213694e+00 9.108806161980618210e-01 -3.887459891806492124e+03 0.000000000000000000e+00
2.244429224605653250e-01 9.972108491882399062e-02 6.767618424314826298e-01 -4.365012201563051586e-01 3.000327402584748171e-01 3.583561871192706860e+00 1.476741940354002747e+00 1.775071530915292906e+00 1.000071120331888164e+00 -3.887436179587244169e+03 0.000000000000000000e+00
8.045372830431657407e-02 3.282911803185991073e-01 5.904710498130134599e-01 -1.037771996038599820e+00 6.809477047652521264e-01 3.615995991866219672e+00 8.278235918564866846e-01 1.930874702002671528e+00 9.029520289193767590e-01 -3.887430756183709946e+03 0.000000000000000000e+00
2.013240022167864796e-01 1.665026755805180947e-01 6.327972699210170360e-01 -8.442722508855928787e-01 1.317843153111007304e+00 3.649912472745396208e+00 1.311160687307256545e+00 1.679036517507060955e+00 9.091496471625043485e-01 -3.887392704345737002e+03 0.000000000000000000e+00
1.927884868144265906e-01 9.868581352729771661e-02 7.086599135412210426e-01 -5.931962462415140136e-01 6.298921544470406086e-01 3.509663545208848490e+00 1.159009294699888004e+00 1.784684312671681594e+00 1.051873355819499478e+00 -3.887357539267208722e+03 0.000000000000000000e+00
3.774677829100839266e-01 6.191771277718386424e-01 4.045181534546305781e-03 1.984455807392723481e-01 3.675918218047239172e+00 5.316605191039601053e+00 1.648040059534334301e+00 9.047546114334493739e-01 5.546221769235546439e-01 -3.887343686271734441e+03 0.000000000000000000e+00
2.259768427462326701e-01 3.082584588597782616e-01 4.658118030413884725e-01 -8.523777622759785011e-01 2.675469865714395379e+00 3.851727448369256734e+00 1.202349542298322360e+00 1.248480963547676792e+00 8.132800112590616859e-01 -3.887340763704110032e+03 0.000000000000000000e+00
2.986467391827314910e-01 2.782014914891436930e-02 6.741917884620237666e-01 -4.620423184756070611e-01 3.468283627706661321e+00 3.468775684535271964e+00 1.393329028919781054e+00 1.404465649895682455e+00 1.013338919135747807e+00 -3.887327398819141763e+03 0.000000000000000000e+00
2.538180861543992139e-01 6.459533739635088256e-01 1.004358739731056049e-01 -6.134977669987871085e-01 3.271765514047843659e+00 4.070404275869717203e+00 1.321223896707017342e+00 1.181810648641191674e+00 5.552040355044032260e-01 -3.887310115462837075e+03 0.000000000000000000e+00
2.187436464056364827e-01 2.289484580154516891e-01 5.530402003323372506e-01 -4.534871628559893342e-01 2.617386875811660740e+00 3.630124069120879593e+00 1.275872451966744148e+00 1.457575752741423258e+00 9.196019573371966294e-01 -3.887303451425083949e+03 0.000000000000000000e+00
2.879937794632095871e-01 3.944303079923711097e-02 6.719396760019845649e-01 -1.307422334988223578e-01 3.069289140909696179e-01 3.590052151720101836e+00 1.367028430439086950e+00 1.910329685928688903e+00 9.988617286026537645e-01 -3.887285738335886890e+03 0.000000000000000000e+00
2.507675811547228073e-01 1.807759673785553078e-01 5.691909039028199002e-01 -6.331103302003737721e-01 1.756827568441381437e+00 3.689503487950759553e+00 1.259623212838918427e+00 8.721270032758400292e-01 8.917428915583578419e-01 -3.887277893919251255e+03 0.000000000000000000e+00
2.341190443842226798e-01 9.262400590209227125e-02 6.742379099539778098e-01 -3.640102414240199979e-01 -2.437055650274771446e-01 3.491195241805216565e+00 1.298017091685262470e+00 1.804940951878793998e+00 1.017595809207897828e+00 -3.887267443261776862e+03 0.000000000000000000e+00
2.991582501883219281e-01 1.071691332949853276e-01 5.943924698127486250e-01 -2.126945503690077233e-01 2.815834863576006430e+00 3.603932500691796381e+00 1.561790850507799533e+00 1.621403845517571440e+00 9.577464726489206548e-01 -3.887255569135804762e+03 0.000000000000000000e+00
2.562478615857937125e-01 9.037446393621477447e-02 6.526096131735610317e-01 -5.557304903774948901e-01 1.407040656532658085e+00 3.497637617799860266e+00 1.249723858224153217e+00 1.160703137840045862e+00 9.752188799666198227e-01 -3.887246353458029716e+03 0.000000000000000000e+00
2.823321365642239011e-01 1.270982751169832600e-02 7.057994042269496449e-01 -4.919352631041248314e-01 1.280429842608417967e+00 3.411562710835262635e+00 1.211235804993025411e+00 1.413133677299716728e+00 1.051063076401703489e+00 -3.887236734716730098e+03 0.000000000000000000e+00
2.988983102819542936e-01 5.152753276162268248e-02 6.487447922477355133e-01 -2.722479276703162476e-01 3.092709461829286521e+00 3.525306550854144128e+00 1.350573974264128063e+00 1.130944745708988730e+00 9.546751779325606257e-01 -3.887218002996197356e+03 0.000000000000000000e+00
2.650513985538947015e-01 2.793273191662734578e-02 7.067881963638237286e-01 -3.009733529328050272e-01 8.869195573943309263e-01 3.476188375329209990e+00 1.361102907178712185e+00 1.519373202397831246e+00 1.028436557584889943e+00 -3.887215411917334222e+03 0.000000000000000000e+00
2.933074349400049408e-01 4.843066729900974421e-02 6.572897831944917169e-01 -3.722127606520240217e-01 1.554238124336027260e+00 3.589691111836395443e+00 1.418104922192921613e+00 1.585773097968743217e+00 1.003055698742719493e+00 -3.887194921968691233e+03 0.000000000000000000e+00
1.486148280000410549e-01 1.932899062166278104e-01 6.590940840992779437e-01 -9.932936683625350760e-01 9.068535740151417723e-01 3.470936808721362343e+00 1.115947359423998808e+00 1.728765207345831501e+00 9.739066684531531015e-01 -3.887187032892618845e+03 0.000000000000000000e+00
3.175529619096578715e-01 4.084754197279708010e-02 6.414265864056651889e-01 -2.542601621002994472e-01 2.782577692194502461e+00 3.590276939945418633e+00 1.406835793030311921e+00 1.795903419301290160e+00 9.173386235983558290e-01 -3.887156826917443141e+03 0.000000000000000000e+00
2.093916249095454651e-01 4.756060637824741644e-01 3.152361155639911150e-01 -1.079492896301815996e+00 2.814127208550126991e+00 3.797804811746647413e+00 9.963292289910131716e-01 1.417700873669337280e+00 7.787699505289823465e-01 -3.887145053891898442e+03 0.000000000000000000e+00
3.516535903541228580e-01 1.084236550965089474e-01 5.402285432651176000e-01 1.570792684813980267e-01 3.629938289986721855e+00 3.641754059268419663e+00 1.540698668688136763e+00 1.082843038935630497e+00 9.070736125749705447e-01 -3.887138820153176312e+03 0.000000000000000000e+00
1.541487550021222175e-01 2.238927634104000419e-01 6.221184446936413037e-01 -5.948535339610823147e-01 1.371171433576811260e+00 3.563853846118030688e+00 1.264820087933158810e+00 1.790718236448090250e+00 9.555441215491736751e-01 -3.887114184632954675e+03 0.000000000000000000e+00
8.628287629122363689e-02 2.664733582105222598e-01 6.462982583851192286e-01 -1.579209607820602157e+00 6.328983582270709674e-01 3.691515825667889938e+00 8.492642392018591169e-01 1.486825063091824717e+00 8.921858363645104317e-01 -3.887103201545900447e+03 0.000000000000000000e+00
3.207139629193773711e-01 3.854733119224981186e-01 2.948009238455154279e-01 -2.753469207663061802e-01 3.248740734371981631e+00 3.713526819215753783e+00 1.350467121550450900e+00 1.080490488124158821e+00 7.563842870417190056e-01 -3.887074998282239903e+03 0.000000000000000000e+00
2.048568778042456767e-02 3.792344660026729652e-01 6.002167540251941436e-01 -1.333144617134072618e+00 2.644515723878925750e-01 3.626580187689747437e+00 4.981404036947068570e-01 1.664491130181248391e+00 9.380181041105901674e-01 -3.887059804948001329e+03 0.000000000000000000e+00
1.028442328485014157e-01 2.001353010024196633e-01 6.973430366110598966e-01 -2.032492137604975102e-01 -1.087416135506069081e-01 3.496221850257886121e+00 1.567223303968337422e+00 1.410723841538041867e+00 9.832269521294344505e-01 -3.887059734711346209e+03 0.000000000000000000e+00
