# w_1 w_2 w_3 mu_1 mu_2 mu_3 sigma_1 sigma_2 sigma_3 logL logPrior
2.583594626902997460e-01 1.768372782811515054e-01 5.648478960490137535e-01 -5.964900107622429504e-01 2.090416926437924872e+00 3.721561172639347603e+00 1.260208448026387984e+00 1.115710977397252002e+00 9.364981875992923754e-01 -3.881154826556913576e+03 0.000000000000000000e+00
1.932079320063730954e-01 2.658844561808838547e-01 5.402084757491520950e-01 -8.650569972899450066e-01 1.953103113778599242e+00 3.679640343139169101e+00 1.085864156309547246e+00 1.468801927820286402e+00 8.789930167789232751e-01 -3.881152888770344362e+03 0.000000000000000000e+00
1.626605494720271550e-01 3.204411054607511633e-01 5.175960080239102590e-01 -8.480130203714186798e-01 1.922613071091342052e+00 3.766887626444392012e+00 1.098000555990710891e+00 1.684806491729519795e+00 8.663593411785225351e-01 -3.881151675014848479e+03 0.000000000000000000e+00
2.685645756000883955e-01 9.724247432717478268e-02 6.350528503616877929e-01 -3.796442484494560454e-01 1.824840401753731411e+00 3.677526880128509923e+00 1.270242958466530014e+00 7.111891017329545761e-01 9.457602021672731896e-01 -3.881151471374971607e+03 0.000000000000000000e+00
2.575633000321104760e-01 1.080247074309796662e-01 6.351320188886158125e-01 -5.381247006359839435e-01 2.176820361972537921e+00 3.555527786488022368e+00 1.252345605440455589e+00 1.361689649544456371e+00 9.630483527961010148e-01 -3.881150608630534407e+03 0.000000000000000000e+00
2.011904948410394578e-01 1.549037599857395198e-01 6.448823457054435604e-01 -9.218846293229342459e-01 1.350521232610847999e+00 3.595052809899354163e+00 1.052771097739577888e+00 1.445596351621981190e+00 9.504704041934498582e-01 -3.881150030599226739e+03 0.000000000000000000e+00
2.199122283600407624e-01 2.418800187145363767e-01 5.386859723436889791e-01 -7.116326107339314699e-01 2.284034982307660666e+00 3.728666761299997745e+00 1.101196899578932520e+00 1.263188375497579452e+00 8.511914202482394609e-01 -3.881149558590966990e+03 0.000000000000000000e+00
1.370753175419945069e-01 3.334632467517784638e-01 5.296625504383172256e-01 -1.112627618690442688e+00 1.798524761444933562e+00 3.708454440304209676e+00 9.630656175521298268e-01 1.815319740517351566e+00 8.369306233293982711e-01 -3.881149184108434383e+03 0.000000000000000000e+00
2.290270955438593603e-01 1.986718718033705644e-01 5.722973064850231939e-01 -6.259029420194730520e-01 2.243331148981023038e+00 3.661530707583338984e+00 1.277492069087613480e+00 1.463151913845883278e+00 9.082913961911536216e-01 -3.881148119273218072e+03 0.000000000000000000e+00
2.051269175709599102e-01 1.424431235037714738e-01 6.531551281583726221e-01 -9.013835441133057902e-01 1.524412763137728222e+00 3.647771362717769250e+00 1.052692502472024616e+00 1.167716669432667720e+00 9.870531869693862648e-01 -3.881147086537797804e+03 0.000000000000000000e+00
1.502679704116225701e-01 3.556478393207390121e-01 4.949097752476547263e-01 -9.885823553294543764e-01 2.045138821902370729e+00 3.697525124269615660e+00 1.027324809735182809e+00 1.825583901042339363e+00 8.017511359230332646e-01 -3.881146927929910817e+03 0.000000000000000000e+00
2.210983999230803076e-01 1.379715118080516445e-01 6.418974917317474826e-01 -7.250838454366650421e-01 1.525257868152035678e+00 3.548946346796981732e+00 1.219954296905766178e+00 1.530692976715086306e+00 9.494614343432693504e-01 -3.881146433609937048e+03 0.000000000000000000e+00
1.746385750987413943e-01 2.010028493301722896e-01 6.250297220631564343e-01 -1.099646002185836746e+00 1.192194663733707083e+00 3.672989400583778874e+00 1.123032704245264579e+00 1.101160208413725972e+00 9.368737687514013812e-01 -3.881145861582216639e+03 0.000000000000000000e+00
2.436184845309485592e-01 3.348966541602640956e-01 4.222898323303721502e-01 -5.491864354410088689e-01 2.965475547547149482e+00 3.734135030096779051e+00 1.314645943995102817e+00 1.333882018055203345e+00 8.233544612889445169e-01 -3.881145719168501273e+03 0.000000000000000000e+00
1.556141342048027454e-01 1.486951867282864936e-01 6.965950226700244885e-01 -1.028245964357177300e+00 4.279231138884811436e-01 3.541193251045080093e+00 1.147819855798121846e+00 1.231943319812207394e+00 9.992141802719923804e-01 -3.881145698181968328e+03 0.000000000000000000e+00
2.406234034858432957e-01 7.985242827603253324e-02 6.795920450807140245e-01 -7.517841571190011507e-01 1.454613056129472559e+00 3.526955386801838621e+00 1.162485586345803679e+00 6.072383042010082166e-01 9.616056037980029725e-01 -3.881144961203738148e+03 0.000000000000000000e+00
9.521057519070291741e-02 2.048903350855722227e-01 7.008080947563886109e-01 -1.398883371109007845e+00 2.596724582672114701e-01 3.567627553814079810e+00 9.926278182762219293e-01 1.248097452869628921e+00 9.685578874220140966e-01 -3.881144502212843690e+03 0.000000000000000000e+00
1.706646457442480003e-01 2.675785549394354423e-01 5.619903748763644957e-01 -1.195338309996281545e+00 1.390919646409767507e+00 3.713465606151713061e+00 1.010151288328769326e+00 1.379313139752060602e+00 8.956816085552736784e-01 -3.881144342290374880e+03 0.000000000000000000e+00
1.908351760617247872e-01 2.929310127114767570e-01 5.165562304970643392e-01 -9.101547608734921191e-01 2.012581606169197901e+00 3.669015033791883429e+00 1.102619587535556001e+00 1.446577667336601980e+00 8.814035114946610072e-01 -3.881144200215701858e+03 0.000000000000000000e+00
2.726456506175640726e-01 3.034116833719068679e-02 6.972375201072064099e-01 -3.946221387553293103e-01 1.615688518172700761e+00 3.538247537970416801e+00 1.245145430429659195e+00 5.414027268035993545e-01 9.777430513807717771e-01 -3.881143979905360084e+03 0.000000000000000000e+00
1.578601388165013220e-01 2.615399977313410118e-01 5.810771691061566990e-01 -1.009788293404646931e+00 1.599058032555289666e+00 3.692142131572216268e+00 9.224047293121857560e-01 1.557336966101061648e+00 9.035758574469110460e-01 -3.881142960118915653e+03 0.000000000000000000e+00
1.860311236081087782e-01 1.393528297420355555e-01 6.751038652980405619e-01 -9.115929528012061134e-01 7.423985629830075483e-01 3.585355385493411706e+00 1.184425085844893033e+00 1.163222643389782984e+00 9.558342560071175775e-01 -3.881141910869899220e+03 0.000000000000000000e+00
2.364835511851859362e-01 2.343517394645414920e-01 5.301069320225209047e-01 -5.091177200082775967e-01 2.606400092936215884e+00 3.679701279843198058e+00 1.271449914042682483e+00 1.468876751569498262e+00 8.593544809917403882e-01 -3.881140898387064681e+03 0.000000000000000000e+00
2.563302192267989943e-01 4.623532255988743733e-01 2.814483135624606946e-01 -6.451698193415096316e-01 3.145625631796954202e+00 3.806845856003690187e+00 1.192363181777396752e+00 1.210766220094967149e+00 8.175208520749615015e-01 -3.881139797141639974e+03 0.000000000000000000e+00
1.590360098383452048e-01 1.684902215287505667e-01 6.734373466538372544e-01 -7.794864704222246310e-01 8.857631829507974786e-01 3.548448693573624357e+00 1.182331355180593402e+00 1.469670613552976235e+00 9.750608678625588555e-01 -3.881139128235926364e+03 0.000000000000000000e+00
2.123631483414073762e-01 3.390599160743134610e-01 4.488374414160596348e-01 -6.887225080919300302e-01 2.493337653254775521e+00 3.812223041306831206e+00 1.154405095438370221e+00 1.403131312527061025e+00 8.600175473716652474e-01 -3.881138849280530849e+03 0.000000000000000000e+00
1.678351681883123725e-01 2.855178891697661148e-01 5.475745844835729903e-01 -9.132609845863005615e-01 1.907793397159218918e+00 3.701477506602216749e+00 9.842313683193918417e-01 1.748848217023112328e+00 9.095419978441622311e-01 -3.881136241366209106e+03 0.000000000000000000e+00
2.181830015730655270e-01 1.388064028181259235e-01 6.431164754598209798e-01 -8.068972437227784900e-01 1.386357638916588142e+00 3.656857976844375191e+00 1.099304950348992893e+00 8.018109264416185544e-01 8.790125498204178767e-01 -3.881134553011353546e+03 0.000000000000000000e+00
1.793604579498395690e-01 3.076916231659303502e-01 5.133805452249461387e-01 -1.016587592461145384e+00 2.078893722652721987e+00 3.720928292690465433e+00 1.162026147199315407e+00 1.563219043872245972e+00 9.058581556322790052e-01 -3.881133041021812460e+03 0.000000000000000000e+00
2.864382232743179491e-01 2.300187310770492322e-01 4.843152809654577284e-01 -2.954690774810396769e-01 2.979989941025263711e+00 3.655102129943935463e+00 1.321091700586919160e+00 1.252231422471511646e+00 9.045925789947311113e-01 -3.881132686978784477e+03 0.000000000000000000e+00
3.140454539986737292e-01 6.662118783477974926e-01 2.069829542998454300e-02 -1.933559709094930801e-01 3.507413624213630676e+00 4.294245519635941477e+00 1.405013044269334710e+00 9.931711478593684417e-01 2.837275605291728620e-01 -3.881132143384846586e+03 0.000000000000000000e+00
8.096283208600396630e-02 2.712972440810312302e-01 6.471363845441501228e-01 -1.322560693355369299e+00 4.760770000560421433e-01 3.599499760844563578e+00 9.460290992484436945e-01 1.429569090288365985e+00 9.344919230791480791e-01 -3.881131883872705657e+03 0.000000000000000000e+00
2.164832721632089785e-01 1.365343553664351006e-01 6.479251139368643608e-01 -6.541365833464658497e-01 1.083838676629628850e+00 3.569666821616797048e+00 1.310117728363772605e+00 1.582601284276417886e+00 9.546881801151394509e-01 -3.881131784011127820e+03 0.000000000000000000e+00
7.620873182665358070e-02 2.883909280415259402e-01 6.352407393222171406e-01 -1.340507620970108338e+00 6.434387819604010517e-01 3.642631530515551219e+00 9.734489651043403136e-01 1.572815051865249503e+00 9.112080124971420059e-01 -3.881131709628047247e+03 0.000000000000000000e+00
1.852560649937619597e-01 1.908825592126222326e-01 6.240436637216393301e-01 -8.538739746068335634e-01 1.562285081006034915e+00 3.709845109351468384e+00 1.153504733389167924e+00 1.308228744697959023e+00 9.253632135335905229e-01 -3.881131503495370453e+03 0.000000000000000000e+00
1.178049013280205864e-01 3.349055122333321477e-01 5.481698923376654431e-01 -1.039957733864924849e+00 1.595369486269321291e+00 3.726693382094401930e+00 1.014524918090884409e+00 1.803657535696360226e+00 8.406272173603284159e-01 -3.881131426866752463e+03 0.000000000000000000e+00
2.861891276406686724e-01 1.749398362965223497e-01 5.389911484850327117e-01 -4.043065329683184772e-01 2.478765517899255144e+00 3.728117917640605850e+00 1.358265085660031790e+00 1.165975893137968011e+00 9.041864057227362306e-01 -3.881130017775585657e+03 0.000000000000000000e+00
1.612808894088557377e-01 1.764220113451692717e-01 6.630782402466068870e-01 -7.673729601130758748e-01 9.669036789427845058e-01 3.583132461268649038e+00 1.111899364535107626e+00 1.675976530472940151e+00 9.878241402923633174e-01 -3.881129229150290939e+03 0.000000000000000000e+00
2.658795144328185978e-01 7.092213347387441025e-02 6.632808892336746753e-01 -4.677527885288624843e-01 1.611536111719880537e+00 3.626564043163139850e+00 1.247463693780812566e+00 4.669195200652729860e-01 9.647233126903359546e-01 -3.881128664864820166e+03 0.000000000000000000e+00
2.253763822561849206e-01 1.605657019446449230e-01 6.145264152390541579e-01 -6.514161028759467564e-01 1.799560938745401906e+00 3.616768708803506982e+00 1.229556838867093882e+00 1.299927011077424144e+00 9.838025649584000165e-01 -3.881128519884763591e+03 0.000000000000000000e+00
2.874687385577665566e-01 7.543668778765669214e-02 6.380736164674710720e-01 -5.129549264926731578e-01 2.086597923760058038e+00 3.574531436318702404e+00 1.289903948477105766e+00 1.148928310461407865e+00 9.645859630960362807e-01 -3.881128382487298040e+03 0.000000000000000000e+00
2.251196958861028663e-01 1.754737498930773187e-01 6.003689021643229262e-01 -6.597144819371881796e-01 1.839725758501219444e+00 3.641480518003571643e+00 1.278555232909818651e+00 1.353905717969897005e+00 8.868507955152988842e-01 -3.881127466196341175e+03 0.000000000000000000e+00
1.719156447672735843e-01 2.895701572326598305e-01 5.384040331706917426e-01 -1.151365854420299595e+00 1.709658682367094729e+00 3.738891081695644214e+00 9.459197161694724576e-01 1.466663585270169490e+00 8.574772955603531255e-01 -3.881127124968799308e+03 0.000000000000000000e+00
9.231826614251097129e-02 2.404355704157498941e-01 6.677841515808846662e-01 -1.042234988989467315e+00 2.677755511896154350e-01 3.604217353101912824e+00 9.935283494870037480e-01 1.438078584221547107e+00 9.542479363612285104e-01 -3.881126345801515072e+03 0.000000000000000000e+00
2.893871803745635130e-01 5.131000231225266717e-01 1.980643206005220924e-01 -4.585430931762402018e-01 3.352545946264279930e+00 3.740520602547119378e+00 1.269104885140250216e+00 1.148742622287073356e+00 6.528986728391491523e-01 -3.881125809504366316e+03 0.000000000000000000e+00
2.375519717488171478e-01 1.815213567421810614e-01 5.808670222435365904e-01 -6.043059694204657717e-01 1.899751035931007026e+00 3.670335934588868643e+00 1.271368003425703108e+00 1.291373458194491342e+00 9.151501672493643769e-01 -3.881125544778809854e+03 0.000000000000000000e+00
2.336858374755120815e-01 2.534889059445551984e-01 5.134959692862216540e-01 -5.740719832144047796e-01 2.235320091601944892e+00 3.696051727062052983e+00 1.219331172071357106e+00 1.413192275724589830e+00 8.848969837855416021e-01 -3.881125465762657313e+03 0.000000000000000000e+00
7.100967340916367054e-02 3.163539435005440770e-01 6.128950031644485597e-01 -1.362781619507093422e+00 6.699313421751981190e-01 3.660844684495884849e+00 7.925128015449564023e-01 1.691187257683719913e+00 9.664139378832702354e-01 -3.881124844311781999e+03 0.000000000000000000e+00
7.788188465570906882e-02 3.429302275006009260e-01 5.794620294081226364e-01 -1.446196068616953712e+00 9.182146133018477263e-01 3.703996681806959845e+00 8.843865369665179221e-01 1.742558841566588690e+00 9.236171303426722323e-01 -3.881123543631234497e+03 0.000000000000000000e+00
1.187722668104582713e-01 2.620156588892019744e-01 6.195663095756878125e-01 -1.193421495853887793e+00 1.256541195014369006e+00 3.659435045530117669e+00 9.133603591173069525e-01 1.547711212197437236e+00 9.243871887622876482e-01 -3.881123339579329240e+03 0.000000000000000000e+00
1.064311704604570252e-01 3.776471009774910459e-01 5.167798597689865492e-01 -1.158009552315586443e+00 1.640201828775882831e+00 3.671375458424063876e+00 9.098557918424803326e-01 1.901234065492917846e+00 8.926683680083177252e-01 -3.881123180107053486e+03 0.000000000000000000e+00
2.365404456176819770e-01 1.073383768989066706e-01 6.564348489605565939e-01 -7.929551407043298195e-01 1.487536454052687418e+00 3.633062766569538304e+00 1.227191620592079646e+00 9.306936274525284825e-01 9.216634940780191743e-01 -3.881122512310336788e+03 0.000000000000000000e+00
2.052413959694711354e-01 2.317475364336556709e-01 5.639720224753091982e-01 -6.928225911227021694e-01 1.563279362731027078e+00 3.647963383098349777e+00 1.236158151442703579e+00 1.619883055529680149e+00 9.099097724795979225e-01 -3.881121904990971871e+03 0.000000000000000000e+00
5.637216171886776789e-02 2.687181583323781098e-01 6.753413113085754427e-01 -1.573736327911346322e+00 2.821898044188105303e-01 3.611210635599190866e+00 7.683189558281606768e-01 1.470809994693121903e+00 9.857185475809824293e-01 -3.881121732756590063e+03 0.000000000000000000e+00
2.015520919919474852e-01 2.612803462813252375e-01 5.379549681955891893e-01 -9.475179751271962658e-01 1.970338559909913245e+00 3.758019089332102602e+00 1.219789485253704564e+00 1.423462807678938624e+00 8.649625179555998633e-01 -3.881120495361295525e+03 0.000000000000000000e+00
1.598941435845092351e-01 3.103847755687495491e-01 5.305272247289432030e-01 -9.019009448262254036e-01 1.800201683947230569e+00 3.684236318907449181e+00 1.055351644348371920e+00 1.719837981247845926e+00 8.226762376575692537e-01 -3.881120465850675373e+03 0.000000000000000000e+00
1.676608564274912616e-01 2.175542483206885647e-01 6.155998899764951737e-01 -7.718867027025614336e-01 1.304226102331620174e+00 3.645321223687199463e+00 1.268977907112216252e+00 1.543267344319011025e+00 9.541368033750883271e-01 -3.881119089138052914e+03 0.000000000000000000e+00
2.162070364605419015e-01 1.938736927053714421e-01 5.907132402976991159e-01 -8.988763853570046480e-01 1.787899302849879746e+00 3.720095209150794169e+00 1.175631918391503383e+00 1.103256060318316134e+00 9.455066358596986298e-01 -3.881118165728365966e+03 0.000000000000000000e+00
9.144013659512642556e-02 2.939883424382221389e-01 6.154866728997701042e-01 -1.474025918699878757e+00 8.773343746119975917e-01 3.658765555927644630e+00 9.005445385903370070e-01 1.446120040708757104e+00 8.721407757006961470e-01 -3.881116230565756723e+03 0.000000000000000000e+00
2.732090848330726018e-01 4.282701218796877707e-02 6.844104339162379036e-01 -5.854148133259313713e-01 1.419340033753212493e+00 3.546652618444534610e+00 1.108668624570965600e+00 3.141617123563540392e-01 9.587564269935047179e-01 -3.881116138146962385e+03 0.000000000000000000e+00
2.007042032565344025e-01 1.918488970521947945e-01 6.077706909703144422e-01 -8.890625993085680134e-01 1.563920434657617431e+00 3.713750478840155633e+00 1.174142205250694904e+00 1.319143173097231836e+00 8.815614683414869646e-01 -3.881115496402242570e+03 0.000000000000000000e+00
1.879865099441781207e-01 2.478477944489001772e-01 5.643014259053489301e-01 -7.937709357495027485e-01 1.902237172043208302e+00 3.654205066766441412e+00 1.170763354096228115e+00 1.486815559432324685e+00 8.911600187882479096e-01 -3.881114009474808881e+03 0.000000000000000000e+00
7.244282634293373879e-02 3.147361077359532855e-01 6.132189482334116093e-01 -1.226831404473107234e+00 5.796610022014929697e-01 3.611002208118770263e+00 9.284400390240150625e-01 1.655908373412821266e+00 9.697689123294016555e-01 -3.881113834764714738e+03 0.000000000000000000e+00
1.342161069146924901e-01 2.806570491099095732e-01 5.859575119727865600e-01 -1.083524050493868573e+00 1.653677481961657980e+00 3.691003166330135254e+00 9.958140428734675309e-01 1.599630828671452232e+00 9.247541766192186596e-01 -3.881113447486102814e+03 0.000000000000000000e+00
7.187455218969460158e-02 2.774674539071946278e-01 6.512620221309967095e-01 -1.656662134419071730e+00 4.355052823951240382e-01 3.574755821715089876e+00 9.354953524280751331e-01 1.307103643482448341e+00 9.653587953700852875e-01 -3.881112869736361517e+03 0.000000000000000000e+00
2.358174097041377537e-01 2.603520917916820610e-01 5.046987251009735775e-01 -5.590845604770550148e-01 2.419822532350075495e+00 3.685560342389597288e+00 1.226167766901250067e+00 1.369203612268901749e+00 9.262931643729537257e-01 -3.881111958414842320e+03 0.000000000000000000e+00
1.263449307860259330e-01 3.258509022148584622e-01 5.481568723428404954e-01 -1.228619151923160846e+00 1.479408031943725277e+00 3.764424054525347785e+00 1.045384636903496478e+00 1.704919399823082493e+00 8.843632663357743340e-01 -3.881111021632347274e+03 0.000000000000000000e+00
2.886510722743207968e-01 1.569458603711948730e-01 5.549648614324405038e-01 -3.891821302325689791e-01 2.449366476519869273e+00 3.752272606635865149e+00 1.304202205467610343e+00 9.707913484193168019e-01 9.432236777787212922e-01 -3.881110997266075628e+03 0.000000000000000000e+00
3.039608715596848754e-01 2.710234791307339700e-02 6.697445253101088625e-01 -2.864558645020747751e-01 1.671009847012364880e+00 3.537521135919737603e+00 1.413880632121155223e+00 4.256272613277264916e-01 9.461627946575801307e-01 -3.881110513450081726e+03 0.000000000000000000e+00
1.335125321420536915e-01 3.036983584725264085e-01 5.637507859238454211e-01 -1.133877666068745294e+00 1.270783572028982844e+00 3.777889264044654194e+00 9.923507895694141379e-01 1.684900305004588539e+00 8.825513929017198000e-01 -3.881110509914945851e+03 0.000000000000000000e+00
2.729594325578588720e-01 2.663456490762541873e-01 4.606078202668846266e-01 -5.160208569516719912e-01 2.754565177144078891e+00 3.857633324941711628e+00 1.291238987299012431e+00 1.071639668707941917e+00 8.673931303730155751e-01 -3.881109539370726452e+03 0.000000000000000000e+00
1.389892179583322174e-01 2.444185178133433944e-01 6.174490611471011858e-01 -8.102297849930949480e-01 8.307082877525560072e-01 3.573882887583449630e+00 1.069858153776458654e+00 1.821250710987619703e+00 9.575640006535690585e-01 -3.881108982281049975e+03 0.000000000000000000e+00
2.907770790875310873e-01 9.082703968805919126e-02 6.184960953064289058e-01 -3.677897910431217610e-01 1.981415871386278393e+00 3.684553787559530225e+00 1.392619394319420723e+00 7.844609566484329610e-01 9.008821972631393393e-01 -3.881108131347894869e+03 0.000000000000000000e+00
1.285937655503054666e-01 2.487880715078138738e-01 6.225737696222728434e-01 -1.062612336250520428e+00 8.969507234957343478e-01 3.607796262408783594e+00 1.008700144118182429e+00 1.418191301305370633e+00 9.458755584761110446e-01 -3.881107041934286826e+03 0.000000000000000000e+00
2.225887218654397093e-01 2.811084572261766112e-01 4.962045717757060381e-01 -8.216859129844588105e-01 2.341298153443860830e+00 3.691459241154820603e+00 1.098933505022989143e+00 1.329156733428858761e+00 9.108120125837620984e-01 -3.881106405180992169e+03 0.000000000000000000e+00
1.127188676559235103e-01 3.463131838786324690e-01 5.414235356167785840e-01 -1.269163366873556020e+00 1.267742093812745496e+00 3.711923940412813483e+00 8.344527757575274096e-01 1.760161132333230904e+00 8.528015696791971800e-01 -3.881106156593377818e+03 0.000000000000000000e+00
2.848772061153961310e-01 1.607484282182108926e-01 5.548396952977683316e-01 -4.344586921043941397e-01 2.253625449607197240e+00 3.752585722960604109e+00 1.260666659491348485e+00 1.081454099665203561e+00 9.073043916459360148e-01 -3.881105987695579643e+03 0.000000000000000000e+00
1.935052831124971229e-01 2.125182266749558180e-01 5.944614825401364211e-01 -1.049389104499882652e+00 1.549436821700916678e+00 3.777878957259327652e+00 1.001192985966608662e+00 1.127163829852140031e+00 8.823518572035315977e-01 -3.881105823274820978e+03 0.000000000000000000e+00
1.460428203044352169e-01 2.148779655484402973e-01 6.393928639710172446e-01 -1.191450618047283694e+00 1.116798068085227413e+00 3.582759182454083202e+00 1.060044583639755622e+00 1.376381317563245332e+00 9.366324259026557186e-01 -3.881105151541006308e+03 0.000000000000000000e+00
2.465505091792562220e-01 2.085302144436490257e-01 5.446538611434302846e-01 -5.371749727915322570e-01 2.246611661061355569e+00 3.723726145015701761e+00 1.213379477547583019e+00 1.208631626373350088e+00 8.948812473792546740e-01 -3.881104990372908105e+03 0.000000000000000000e+00
9.757124519289364639e-02 3.389510429674168490e-01 5.642993908953660709e-01 -1.291197294818743124e+00 1.025694771308823583e+00 3.651892385339304159e+00 8.206825641558076478e-01 1.863412249157534228e+00 9.222751457401153763e-01 -3.881104650822062467e+03 0.000000000000000000e+00
1.471211331864746563e-01 2.974328325098694048e-01 5.561041734532080616e-01 -7.933467283817220439e-01 1.599310210247115061e+00 3.650307482960965633e+00 1.080082622764929168e+00 1.926987126277627471e+00 8.965962262969816576e-01 -3.881104574553884504e+03 0.000000000000000000e+00
1.903732940129534146e-01 1.622085611853699150e-01 6.483297974603577929e-01 -7.209622271103859337e-01 8.239481641045678373e-01 3.591502924475244551e+00 1.225773035605493000e+00 1.319926149183310526e+00 9.809118778188405940e-01 -3.881104560370429681e+03 0.000000000000000000e+00
1.320882228757891685e-01 3.153280971041090841e-01 5.528269333419598697e-01 -1.319909547385761384e+00 1.337678595948657234e+00 3.712855231724175642e+00 8.512136367560353412e-01 1.626327015008426358e+00 8.888448824336432352e-01 -3.881103694200014615e+03 0.000000000000000000e+00
2.990812708099231387e-01 2.894493241945938350e-02 6.727289895186325808e-01 -3.011127100068344276e-01 1.501643354916369466e+00 3.595743811578380633e+00 1.431714937930619769e+00 2.227331549649526066e-01 9.557539811787565398e-01 -3.881103668234396991e+03 0.000000000000000000e+00
1.409830589892643593e-01 1.938584732865290816e-01 6.659324427233800359e-01 -9.923278986593642159e-01 9.977752000479266359e-01 3.584471990604772618e+00 1.089718418847995585e+00 1.459345856250205964e+00 9.426567309747756473e-01 -3.881103630942863219e+03 0.000000000000000000e+00
1.260844655039799755e-01 1.928589620181810071e-01 6.819132246656712804e-01 -1.533092050575209919e+00 5.432997262173069331e-01 3.591985938857917393e+00 8.817806955997227192e-01 1.056736676048309231e+00 9.577783653627526261e-01 -3.881103470411261696e+03 0.000000000000000000e+00
2.067382133790430787e-01 2.610653808675518772e-01 5.331018375972902401e-01 -8.389042317888436573e-01 1.880837382675333735e+00 3.748630507103722476e+00 1.063131266297824506e+00 1.478619388445242100e+00 8.409623646418178389e-01 -3.881103104558691030e+03 0.000000000000000000e+00
2.596848420035185456e-01 1.058675333444776545e-01 6.354389251680984119e-01 -6.974423709224374379e-01 1.347920553385267395e+00 3.658592097764695517e+00 1.230012303173378507e+00 8.037938183711957896e-01 9.113888174631682437e-01 -3.881102926620690596e+03 0.000000000000000000e+00
2.308511489651366433e-01 1.570283107318819205e-01 6.126561768239086048e-01 -9.014455332134985177e-01 1.620987186920873402e+00 3.716845527739299104e+00 1.064366192473964468e+00 8.267121408724920073e-01 8.664834862978076924e-01 -3.881102498449884934e+03 0.000000000000000000e+00
2.012080490303677915e-01 1.112653149253358537e-01 6.880205399068740624e-01 -8.074085352241429092e-01 1.264525767936806488e+00 3.588496580225542854e+00 1.036092147132744667e+00 9.401106020207081748e-01 9.651586818151339786e-01 -3.881101310323410416e+03 0.000000000000000000e+00
2.880053625076752222e-01 4.465143193477126848e-01 2.661668751421308876e-01 -5.686238040996958176e-01 3.110794135451843356e+00 3.943089961265813681e+00 1.220789341815636808e+00 1.140598898617380508e+00 7.742117704838576975e-01 -3.881101203892073954e+03 0.000000000000000000e+00
1.522252299129414899e-01 3.195700657518040222e-01 5.289118365337702743e-01 -1.007614848619768244e+00 1.865999526319952917e+00 3.740460977596608227e+00 9.869979236807626677e-01 1.461600576349439295e+00 8.715947591871117117e-01 -3.881100833005574714e+03 0.000000000000000000e+00
1.506919062419175837e-01 3.635757679028354117e-01 4.865926823009503188e-01 -9.143478190999696498e-01 1.854455902963500824e+00 3.722283860012574941e+00 1.092387324522603009e+00 1.836463083617991598e+00 8.139244022091752795e-01 -3.881100147391356131e+03 0.000000000000000000e+00
2.337532615389562307e-01 2.975188841262788597e-01 4.692841872650272417e-01 -7.621126324103434380e-01 2.744901011322670392e+00 3.719825403030856403e+00 1.145493732687496768e+00 1.485733762968722838e+00 8.587015749286993627e-01 -3.881099939102436110e+03 0.000000000000000000e+00
2.531370952273789832e-01 2.055573675888728025e-01 5.417078036730833546e-01 -6.697663369282770285e-01 2.310552280853738871e+00 3.779118537559560398e+00 1.104579272606900364e+00 1.022009081253265617e+00 8.575383361340364052e-01 -3.881098120082990135e+03 0.000000000000000000e+00
5.630268624326337235e-02 2.528249291136290822e-01 6.917860362770118510e-01 -1.752833216250202497e+00 3.777830221019068402e-02 3.570143052930002447e+00 7.262991563626230995e-01 1.331737807691723230e+00 9.958410357300607751e-01 -3.881094404979457067e+03 0.000000000000000000e+00
1.946520749590728572e-01 1.591077728627059984e-01 6.467257634909496788e-01 -1.010522257699774551e+00 1.168365937688328637e+00 3.598322698168565204e+00 1.179718398574920224e+00 1.069161026091092870e+00 9.507006571438282316e-01 -3.881094377732204975e+03 0.000000000000000000e+00
2.667853506950914610e-01 2.373163822416025914e-01 4.965156534220365181e-01 -4.552077837617120037e-01 2.658881159717642717e+00 3.746610731582836085e+00 1.281723517101064358e+00 1.335067279346556557e+00 8.334153367867342954e-01 -3.881093778634711271e+03 0.000000000000000000e+00
2.300142537157727762e-01 1.988014014236227922e-01 5.707839952908159153e-01 -6.832505827720183333e-01 2.085341174214425219e+00 3.723341808831369004e+00 1.126725601446176173e+00 1.316530301195867780e+00 9.166107419261034783e-01 -3.881093618727478315e+03 0.000000000000000000e+00
2.502522788045467017e-01 2.575991718359861848e-01 4.926649222666785177e-01 -6.260569343920272534e-01 2.642128101065455148e+00 3.711369366624620802e+00 1.234095512218375434e+00 1.497597320380368524e+00 9.063351594333796113e-01 -3.881093510934907044e+03 0.000000000000000000e+00
2.521471126555244191e-01 7.399426262404681931e-02 6.746820117832320607e-01 -7.590608757450232336e-01 1.250655522811333631e+00 3.493206944405703229e+00 1.107322983069428002e+00 7.615596654380990538e-01 9.896029182955585757e-01 -3.881092634145225020e+03 0.000000000000000000e+00
2.108102533285722002e-01 1.907475152584170441e-01 5.989271015082224814e-01 -9.687476066976977718e-01 1.800278101755282689e+00 3.666322723901401570e+00 1.044285234043457411e+00 1.358863102105285936e+00 9.607243099638044237e-01 -3.881091795279336566e+03 0.000000000000000000e+00
1.690221007867152847e-01 2.386852030781035916e-01 5.916479947096340286e-01 -9.605830486875761576e-01 1.420953923315776857e+00 3.697048980931008977e+00 1.129052083301787857e+00 1.524297876182370892e+00 9.375041118560568654e-01 -3.881091661653502797e+03 0.000000000000000000e+00
